8 10 12 14 16 18 Glandularity "breast height"
-20.5892189574262 -16.2549875815176 -13.0105252240121 -8.69823775324488 -6.2626374180787 -4.11905486084258 0.1% 1x
73.1896769700967 58.9667571016743 48.2473118933221 33.7059595402125 25.2453958389843 17.607318355718 0.1% 1x
-106.257384254468 -87.6793954179481 -73.5109692475839 -53.6746702293416 -41.7447427763885 -30.6679485592535 0.1% 1x
80.2630529832939 68.1574607426119 58.7507718113977 44.8431928067761 36.1746085960411 27.852800959409 0.1% 1x
-32.9588597556987 -29.0022142048811 -25.8364371052747 -20.6148436051423 -17.2415925802501 -13.8531069455155 0.1% 1x
6.80939523347842 6.28437360736677 5.84159353470471 4.8660681546934 4.21785343604026 3.51504057484829 0.1% 1x
-5.10495486459641 -5.12103368116827 -5.11264758335616 -4.40730096137731 -3.94413870954404 -3.34153429589538 0.1% 1x
1.16791414363473 1.32805221986491 1.48251939370311 1.32767184556531 1.23707123663961 1.0630020174972 0.1% 1x
-18.8614633901972 -14.4873821970602 -10.2748774672606 -6.78097602091439 -4.13790052150762 -2.42034880680238 14.3% 1x
67.9966324124675 53.051921818743 39.1167547568082 27.1740161529563 17.8421648486217 11.6054724812263 14.3% 1x
-100.407920059751 -79.7473049402957 -61.2089746714773 -44.6288811500868 -31.2618830095452 -22.0128547562243 14.3% 1x
77.4646880984559 62.7877857350058 50.2583040410241 38.3812938657821 28.4970859206457 21.3667008430265 14.3% 1x
-32.7118714494535 -27.1316880770574 -22.7142258479208 -18.1428642950792 -14.1994217090572 -11.2098957904762 14.3% 1x
7.05148339891376 5.99583796759882 5.27779613294281 4.40051727688339 3.6052960442998 2.96427653092378 14.3% 1x
-5.8124256458628 -5.03917259213266 -4.73697579359378 -4.08636716334962 -3.43716045376484 -2.86390931824229 14.3% 1x
1.52100591467739 1.36870948902565 1.41534753702737 1.26955853801553 1.09732746342247 0.91873965627105 14.3% 1x
-16.8109585387878 -13.4465156748677 -9.68833762741007 -6.11601383659056 -2.92884201402284 -1.53088670677826 25% 1x
61.3203591886266 49.7095250445647 36.9239879441541 24.6505665685653 13.5410368798031 8.3108080532326 25% 1x
-91.6911532064717 -75.4763433076621 -57.9584838150434 -40.8387218553826 -25.0348913031681 -17.0693179966546 25% 1x
71.6959740699239 60.0841512514733 47.8600943957251 35.531212234849 23.828597628169 17.5426167439385 25% 1x
-30.7168317330683 -26.3004505311856 -21.8254023885068 -17.0415200305136 -12.3041451569027 -9.61554981309142 25% 1x
6.72567964692271 5.91091438532735 5.14127031813 4.20804051821994 3.21372277739241 2.62809073905998 25% 1x
